施設名,パートナー,所在地,カテゴリ,金額,金額（税抜・万円/年）,状況,住所,GoogleMap,GoogleマップURL,経度,緯度,契約期間（年）,契約期間(詳細）,掲載元URL,備考,,,,,,,,
名古屋市【名古屋市消防音楽隊】（愛称：ポッカレモン消防音楽隊）,ポッカサッポロフード＆ビバレッジ株式会社,愛知県,その他,年額333万円（税抜）,333,契約期間中,愛知県名古屋市守山区桜坂5-114,地図を見る,https://www.google.co.jp/maps/search/愛知県名古屋市守山区桜坂5-114,137.0193628,35.2352255,,非公表,https://www.city.nagoya.jp/jigyou/boshu/1014218/index.html,年間200回を超える活動実績やメディアに取り上げられることが多い音楽隊のネーミングライツ,,,,,,,,
名古屋市【久屋大通公園久屋広場】（愛称：エディオン久屋広場）,株式会社エディオン,愛知県,公園・屋外空間,年額400万円（税抜）,400,契約期間中,愛知県名古屋市中区栄3-65,地図を見る,https://www.google.co.jp/maps/search/愛知県名古屋市中区栄3-65,136.9001769,35.1675111,,非公表,https://www.city.nagoya.jp/jigyou/boshu/1014218/index.html,2018年4月～,,,,,,,,
名古屋市【名古屋市科学館プラネタリウムドーム】（愛称：ＮＴＰぷらねっと）,ＮＴＰホールディングス株式会社,愛知県,文化交流施設,年額365万円（税抜）,365,契約期間中,愛知県名古屋市中区栄2-17-1,地図を見る,https://www.google.co.jp/maps/search/愛知県名古屋市中区栄2-17-1,136.8993285,35.1649582,,非公表,https://www.city.nagoya.jp/jigyou/boshu/1014218/index.html,2021年4月～,,,,,,,,
名古屋市【名古屋市港サッカー場】（愛称：ＣＳアセット港サッカー場）,ＣＳアセット株式会社,愛知県,スポーツ施設,年額200万円（税抜）,200,契約期間中,愛知県名古屋市港区野跡4-11-12,地図を見る,https://www.google.co.jp/maps/search/愛知県名古屋市港区野跡4-11-12,136.8510895,35.076644,,非公表,https://www.city.nagoya.jp/jigyou/boshu/1014218/index.html,2022年4月～,,,,,,,,
名古屋市【名古屋市公会堂】（愛称：岡谷鋼機名古屋公会堂）,岡谷鋼機株式会社,愛知県,文化交流施設,"年額2,000万円（税抜）",2000,契約期間中,愛知県名古屋市昭和区鶴舞1-1-3,地図を見る,https://www.google.co.jp/maps/search/愛知県名古屋市昭和区鶴舞1-1-3,136.9191314,35.1566776,,非公表,https://www.city.nagoya.jp/jigyou/boshu/1014218/index.html,2024年4月～,,,,,,,,
名古屋市【名古屋市芸術創造センター】（愛称：アマノ芸術創造センター名古屋）,アマノホールディングス株式会社,愛知県,文化交流施設,年額590万円（税抜）,590,契約期間中,愛知県名古屋市東区葵1-3-27,地図を見る,https://www.google.co.jp/maps/search/愛知県名古屋市東区葵1-3-27,136.9198938,35.1728428,,非公表,https://www.city.nagoya.jp/jigyou/boshu/1014218/index.html,2025年1月～,,,,,,,,
名古屋市【ＶＲ地震体験車】（愛称：ＮＧＫクロコくんシミュレーター）,日本ガイシ株式会社,愛知県,その他,年額500万円（税抜）,500,契約期間中,愛知県名古屋市港区港明1-12-20（名古屋市港防災センター）,地図を見る,https://www.google.co.jp/maps/search/愛知県名古屋市港区港明1-12-20（名古屋市港防災センター）,136.8853546,35.1080368,,非公表,https://www.city.nagoya.jp/jigyou/boshu/1014218/index.html,2025年4月～,,,,,,,,
名古屋市【川西通歩道橋】（愛称：東海建設株式会社 川西通歩道橋）,東海建設株式会社,愛知県,交通・インフラ,年額30万円（税抜）,30,契約期間中,愛知県名古屋市港区川西通,地図を見る,https://www.google.co.jp/maps/search/愛知県名古屋市港区川西通,136.8601076,35.1137328,3.08,3年1か月（2026年3月1日～2029年3月31日）,https://www.city.nagoya.jp/kurashi/douro/1010455/1010460.html,なし,,,,,,,,
大阪市 【都市公園内における有料スポーツ施設】（愛称：KOKOKU ONLYONE BASEBALL PARK TERADACHO）,学校法人興國学園,大阪府,スポーツ施設,年額55万円（税抜）,55,契約期間中,大阪府大阪市天王寺区寺田町1-5寺田町公園内(寺田町野球場),地図を見る,https://www.google.co.jp/maps/search/大阪府大阪市天王寺区寺田町1-5寺田町公園内(寺田町野球場),135.5205135,34.6523923,3,3年（2026年4月1日?2029年3月31日）,https://www.city.osaka.lg.jp/kensetsu/page/0000675806.html,有料スポーツ施設詳細：野球場、運動場、庭球場,,,,,,,,
大阪市 【道頓堀川・太左衛門橋船着場】（愛称：一本松海運太左衛門橋船着場）,一本松海運株式会社,大阪府,交通・インフラ,年額35万円（税抜）,35,契約期間中,大阪府大阪市中央区宗右衛門町7地先,地図を見る,https://www.google.co.jp/maps/search/大阪府大阪市中央区宗右衛門町7地先,135.5021733,34.6693153,3,3年（2023年10月1日～2026年9月30日）,https://www.city.osaka.lg.jp/kensetsu/page/0000460021.html,なし,,,,,,,,
大阪市 【道頓堀川・湊町船着場】（愛称：一本松海運湊町船着場）,一本松海運株式会社,大阪府,交通・インフラ,"年額101,000円（税抜）",11,契約期間中,大阪府大阪市中央区西心斎橋2-6、15地先,地図を見る,https://www.google.co.jp/maps/search/大阪府大阪市中央区西心斎橋2-6、15地先,135.4991726,34.669233,3,3年（2023年10月1日～2026年9月30日）,https://www.city.osaka.lg.jp/kensetsu/page/0000460021.html,なし,,,,,,,,
大阪市 【道頓堀川・日本橋船着場】（愛称： OSAKA BUS WONDER CRUISE 日本橋船着場）,大阪バスワンダークルーズ株式会社,大阪府,交通・インフラ,"年額169,900円（税抜）",17,契約期間中,大阪府大阪市中央区道頓堀1丁目1地先,地図を見る,https://www.google.co.jp/maps/search/大阪府大阪市中央区道頓堀1丁目1地先,135.5048383,34.6688649,3,3年（2023年12月1日～2026年11月30日）,https://www.city.osaka.lg.jp/kensetsu/page/0000611920.html,なし,,,,,,,,
大阪市 【天王寺スポーツセンター】（愛称：あい健康スポーツセンター 天王寺）,株式会社あい・グループ,大阪府,スポーツ施設,年額100万円（税抜）,100,契約期間中,大阪府大阪市天王寺区真田山町5-109,地図を見る,https://www.google.co.jp/maps/search/大阪府大阪市天王寺区真田山町5-109,135.5285504,34.6708699,2,2年（2026年4月1日～2028年3月31日）,https://www.city.osaka.lg.jp/keizaisenryaku/page/0000675077.html,なし,,,,,,,,
大阪市 【真田山プール】（愛称：あい健康プール 真田山）,株式会社あい・グループ,大阪府,スポーツ施設,年額100万円（税抜）,100,契約期間中,大阪府大阪市天王寺区真田山町5-109,地図を見る,https://www.google.co.jp/maps/search/大阪府大阪市天王寺区真田山町5-109,135.5285504,34.6708699,2,2年（2026年4月1日～2028年3月31日）,https://www.city.osaka.lg.jp/keizaisenryaku/page/0000675077.html,なし,,,,,,,,
大阪市 【都島区民センター】（愛称：まるよし精肉店 都島区民センター）,株式会社MRホールディングス,大阪府,文化交流施設,年額12万円（税抜）,12,契約期間中,大阪府大阪市都島区中野町2-16-25,地図を見る,https://www.google.co.jp/maps/search/大阪府大阪市都島区中野町2-16-25,135.5279928,34.7009024,5,5年（2024年4月1日～2029年3月31日）,https://www.city.osaka.lg.jp/miyakojima/page/0000621526.html,なし,,,,,,,,
大阪市 【福島区民センター】（愛称：株式会社NORBDENCE福島区民センター）,株式会社ノーブデンス,大阪府,文化交流施設,年額15万円（税抜）,15,契約期間中,大阪府大阪市福島区吉野3-17-23,地図を見る,https://www.google.co.jp/maps/search/大阪府大阪市福島区吉野3-17-23,135.4731326,34.6914785,5,5年（2025年4月1日～2030年3月31日）,https://www.city.osaka.lg.jp/fukushima/page/0000649336.html,なし,,,,,,,,
大阪市 【鶴見区民センター 大ホール】（愛称：つるみ日建ホール）,日建産業株式会社,大阪府,文化交流施設,非公表,,契約期間中,大阪府大阪市鶴見区横堤5-3-15,地図を見る,https://www.google.co.jp/maps/search/大阪府大阪市鶴見区横堤5-3-15,135.5734858,34.7042386,5,5年（2025年4月1日～2030年3月31日）,https://www.city.osaka.lg.jp/tsurumi/cmsfiles/contents/0000650/650392/05_12.pdf,なし,,,,,,,,
大阪市 【南港中央野球場】（愛称：GOSANDO南港野球場）,株式会社渡辺護三堂,大阪府,スポーツ施設,年額100万円（税抜）,100,契約期間中,大阪府大阪市住之江区南港東8-5-132,地図を見る,https://www.google.co.jp/maps/search/大阪府大阪市住之江区南港東8-5-132,135.4323747,34.6306146,2,2年（2025年3月1日～2027年2月28日）,https://www.city.osaka.lg.jp/keizaisenryaku/page/0000644919.html,なし,,,,,,,,
横浜市 【みなと大通りデッキ】（愛称：エフィラデッキ）,エフィラグループ株式会社,神奈川県,交通・インフラ,年額202万円（税抜）,202,契約期間中,神奈川県横浜市中区真砂町1-1,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市中区真砂町1-1,139.6381158,35.4437457,5,5年（2026年3月19日～2031年3月18日）,https://www.city.yokohama.lg.jp/kurashi/machizukuri-kankyo/toshiseibi/naming/toshiseibi-naming.html,地域貢献として、みなと大通りデッキの清掃活動含む,,,,,,,,
横浜市 【南本牧第５ブロック廃棄物最終処分場排水処理施設】（愛称：Kanadevia横浜水循環ステーション）,カナデビア株式会社,神奈川県,交通・インフラ,年額50万円（税抜）,50,契約期間中,神奈川県横浜市中区南本牧3番1、4番1地先,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市中区南本牧3番1、4番1地先,139.6854609,35.4072351,5,5年（2026年4月1日～2031年3月31日）,https://www.city.yokohama.lg.jp/kurashi/sumai-kurashi/gomi-recycle/shokai/saishu/namingrights.html,なし,,,,,,,,
横浜市【横浜国際総合競技場】（愛称：日産スタジアム）,日産自動車株式会社,神奈川県,スポーツ施設,"年額1億3,000万円（税抜）",13000,契約期間中,神奈川県横浜市港北区小机町3300,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市港北区小机町3300,139.6082893,35.5104504,5,5年（2026年3月1日～2031年2月28日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,小机競技場 愛称：日産フィールド小机 スポーツコミュニティプラザ 愛称：日産ウォーターパーク 含む,,,,,,,,
横浜市【三ツ沢球技場】（愛称：ニッパツ三ツ沢球技場）,日本発条株式会社,神奈川県,スポーツ施設,"年額4,000万円（税抜）",4000,契約期間中,神奈川県横浜市神奈川区三ツ沢西町3?1,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市神奈川区三ツ沢西町3?1,139.6065774,35.4693251,5,5年（2026年3月1日～2031年2月28日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市【横浜こども科学館】（愛称：はまぎん こども宇宙科学館）,株式会社横浜銀行,神奈川県,スポーツ施設,"年額1,700万円（税抜）",1700,契約期間中,神奈川県横浜市磯子区洋光台5-2-1,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市磯子区洋光台5-2-1,139.5948671,35.3770749,5,5年（2024年4月1日～2029年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市【俣野公園野球場】（愛称：俣野公園・横浜薬大スタジアム）,学校法人都築第一学園横浜薬科大学,神奈川県,スポーツ施設,"年額1,000万円（税抜）",1000,契約期間中,神奈川県横浜市戸塚区俣野町1367-1,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市戸塚区俣野町1367-1,139.4934467,35.3858508,10,10年（2019年8月1日～2029年7月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市 【横浜市市道高島台第171号線（横浜駅ポートサイド人道橋）】（愛称：ベイクォーターウォーク）,横浜ダイヤビルマネジメント株式会社,神奈川県,交通・インフラ,年額224万円（税抜）,224,契約期間中,神奈川県横浜市神奈川区高島台17-1付近,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市神奈川区高島台17-1付近,139.6215708,35.4721618,5,5年（2025年4月1日～2030年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市 【横浜市新港パーク】（愛称：カップヌードルミュージアムパーク）,日清食品ホールディングス株式会社,神奈川県,公園・屋外空間,年額500万円（税抜）,500,契約期間中,神奈川県横浜市中区新港2-6,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市中区新港2-6,139.6389058,35.4563423,10,10年（2022年8月1日～2032年7月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市【戸塚駅西口歩道橋】（愛称：トツカーナ東急プラザデッキ）,戸塚西口共同ビル管理組合,神奈川県,交通・インフラ,年額30万円（税抜）,30,契約期間中,神奈川県横浜市戸塚区戸塚町16-19,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市戸塚区戸塚町16-19,139.5326301,35.3996876,5,5年（2025年4月1日～2030年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市【戸塚西口バスセンター歩道橋】（愛称：トツカーナデッキ）,戸塚西口共同ビル管理組合,神奈川県,交通・インフラ,年額30万円（税抜）,30,契約期間中,神奈川県横浜市戸塚区戸塚町16-18,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市戸塚区戸塚町16-18,139.5334877,35.4000261,5,5年（2025年4月1日～2030年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,戸塚西口バスセンター歩道橋 愛称：サクラスデッキ 含む,,,,,,,,
横浜市【新子安歩道橋】（愛称：ティースホワイト横浜デンタルクリニック新子安歩道橋）,医療法人翔雄会,神奈川県,交通・インフラ,年額30万円（税抜）,30,契約期間中,神奈川県横浜市神奈川区子安台1付近,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市神奈川区子安台1付近,139.6586012,35.4918394,5,5年（2025年4月1日～2030年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市【長津田駅北口歩道橋】（愛称：マルサンスカイウォーク）,株式会社 丸産技研,神奈川県,交通・インフラ,年額30万円（税抜）,30,契約期間中,神奈川県横浜市緑区長津田4-2-22近辺,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市緑区長津田4-2-22近辺,139.4952613,35.5324901,5,5年（2024年4月1日～2029年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市【桜木町駅前歩道橋】（愛称：シルバーリボンデッキ）,一般社団法人SOCIAL NEXT,神奈川県,交通・インフラ,年額30万円（税抜）,30,契約期間中,神奈川県横浜市中区桜木町１,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市中区桜木町１,139.6318202,35.4512036,4.92,4年11か月（2022年5月1日～2027年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市【三ッ沢歩道橋】（愛称：Honda Cars 横浜 三ッ沢歩道橋）,株式会社ホンダカーズ横浜,神奈川県,交通・インフラ,年額30万円（税抜）,30,契約期間中,神奈川県横浜市保土ケ谷区岡沢町,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市保土ケ谷区岡沢町,139.5986796,35.4712067,4.92,4年11か月（2023年5月1日～2028年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市【都筑区民文化センター】（愛称：ボッシュホール）,ボッシュ株式会社,神奈川県,文化交流施設,"年額1,100万円（税抜）",1100,契約期間中,神奈川県横浜市都筑区中川中央1-9-33,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市都筑区中川中央1-9-33,139.5768859,35.5513859,10.25,10年3か月（2025年1月1日～2035年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市【都筑区総合庁舎区民ホール大型ＬＥＤビジョン】（愛称：B-COR i ビジョン～あなたのiはなんですか～）,株式会社横浜ビー・コルセアーズ、ウエインズトヨタ神奈川株式会社,神奈川県,その他,年額22万円（税抜）,22,契約期間中,神奈川県横浜市都筑区茅ケ崎中央32,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市都筑区茅ケ崎中央32,139.5705092,35.5441326,3,3年（2025年3月20日～2028年3月19日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市 【鶴見区本町通測定局 他26局】（愛称：デスポ鶴見区本町通測定局）,株式会社デスポ,神奈川県,その他,"年額495,000円（税抜）",50,契約期間中,神奈川県横浜市鶴見区本町通4-171-23,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市鶴見区本町通4-171-23,139.6850509,35.5003388,3,3年（2025年4月1日～2028年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市 【横浜市資源循環局金沢工場】（愛称：ＪＦＥ横浜金沢マリンエネルギーセンター）,ＪＦＥエンジニアリング株式会社,神奈川県,交通・インフラ,年額77万円（税抜）,77,契約期間中,神奈川県横浜市金沢区幸浦2-7-1,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市金沢区幸浦2-7-1,139.6504971,35.362097,5,5年（2025年4月1日～2030年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市 【新横浜駅北口歩道橋】（愛称：ＡＭＡＮＯ サークルウォーク）,アマノ株式会社,神奈川県,交通・インフラ,年額396万円（税抜）,396,契約期間中,神奈川県横浜市港北区新横浜2～3,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市港北区新横浜2～3,139.6116114,35.5072939,4.83,4年10か月（2025年6月1日～2030年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市【たきがしら会館】（愛称：ウエインズたきがしら会館）,ウエインズトヨタ神奈川株式会社,神奈川県,文化交流施設,年額77万円（税抜）,77,契約期間中,神奈川県横浜市磯子区滝頭3-1-68,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市磯子区滝頭3-1-68,139.6241346,35.4207032,2.5,2年6か月（2025年10月1日～2028年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
京都市【西京極野球場】（愛称：わかさスタジアム京都）,株式会社わかさ生活,京都府,スポーツ施設,"年額22,727,273円（税抜）",2273,契約期間中,京都府京都市右京区西京極新明町29,地図を見る,https://www.google.co.jp/maps/search/京都府京都市右京区西京極新明町29,135.712438,34.9937522,20,20年（2009年4月～2029年3月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市【京都会館】（愛称：ロームシアター京都）,ローム株式会社,京都府,文化交流施設,年額1億円（税抜）,10000,契約期間中,京都府京都市左京区岡崎最勝寺町13,地図を見る,https://www.google.co.jp/maps/search/京都府京都市左京区岡崎最勝寺町13,135.7808027,35.0143505,50,50年（2016年1月～2066年1月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市【深草西浦中公園】（愛称：JCL西浦中公園）,株式会社JCL,京都府,公園・屋外空間,"年額272,727円（税抜）",28,契約期間中,京都府京都市伏見区深草西浦町3-30-30,地図を見る,https://www.google.co.jp/maps/search/京都府京都市伏見区深草西浦町3-30-30,135.7652108,34.9600864,20,20年（2013年4月～2033年3月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市【岡崎グラウンド西南角公衆トイレ】（愛称：京都ココログループのトイレ）,株式会社豊かな気持ち,京都府,公園・屋外空間,年額10万円（税抜）,10,契約期間中,京都府京都市左京区岡崎最勝寺町,地図を見る,https://www.google.co.jp/maps/search/京都府京都市左京区岡崎最勝寺町,135.7820191,35.0144129,3,3年（2025年4月～2028年4月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市【清水坂観光駐車場東公衆トイレ】（愛称：蛇口屋稼業 因（かくだい） 東司（とうす））,株式会社カクダイ,京都府,公園・屋外空間,年額10万円（税抜）,10,契約期間中,京都府京都市東山区清水2-211-1,地図を見る,https://www.google.co.jp/maps/search/京都府京都市東山区清水2-211-1,135.7802819,34.9963653,3,3年（2025年4月～2028年4月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市【京都市美術館】（愛称：京都市京セラ美術館）,京セラ株式会社,京都府,文化交流施設,年額1億円（税抜）,10000,契約期間中,京都府京都市左京区岡崎円勝寺町124,地図を見る,https://www.google.co.jp/maps/search/京都府京都市左京区岡崎円勝寺町124,135.7841327,35.0132305,50,50年（2020年5月～2070年5月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市【京都市宝が池公園運動施設フットサルコート】 （愛称：大和ハウスパーキング京都市宝が池フットサルコート）,大和ハウスパーキング株式会社,京都府,スポーツ施設,年額0円（税抜）,0,契約期間中,京都府京都市左京区松ケ崎東池ノ内町2,地図を見る,https://www.google.co.jp/maps/search/京都府京都市左京区松ケ崎東池ノ内町2,135.7762721,35.0543341,10,10年（2018年10月～2028年9月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,人工芝全面張替え開始後2年間で3回の無償メンテナンス,,,,,,,,
京都市【西京極総合運動公園陸上競技場兼球技場】（愛称：たけびしスタジアム京都）,株式会社たけびし,京都府,スポーツ施設,"年額4,000万円（税抜）",4000,契約期間中,京都府京都市右京区西京極新明町29,地図を見る,https://www.google.co.jp/maps/search/京都府京都市右京区西京極新明町29,135.712438,34.9937522,10,10年（2019年8月～2029年7月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市【伏見桃山城運動公園野球場】（愛称：アイアイ伏見桃山スタジアム）,株式会社アイアイ,京都府,スポーツ施設,"年額1,818,182円（税抜）",182,契約期間中,京都府京都市伏見区桃山町大蔵45,地図を見る,https://www.google.co.jp/maps/search/京都府京都市伏見区桃山町大蔵45,135.7768871,34.9394901,5,5年（2023年3月～2028年2月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市【吉祥院公園球技場】（愛称：SBSロジコム吉祥院公園球技場）,SBSロジコム株式会社,京都府,スポーツ施設,年額100万円（税抜）,100,契約期間中,京都府京都市南区吉祥院新田下ノ向町,地図を見る,https://www.google.co.jp/maps/search/京都府京都市南区吉祥院新田下ノ向町,135.7230846,34.971053,3,3年（2026年1月～2028年12月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市【西京極総合運動公園補助競技場】（愛称：東寺ハウジングフィールド西京極）,株式会社東寺ハウジング,京都府,スポーツ施設,年額100万円（税抜）,100,契約期間中,京都府京都市右京区西京極新明町29,地図を見る,https://www.google.co.jp/maps/search/京都府京都市右京区西京極新明町29,135.712438,34.9937522,5,5年（2023年1月～2027年12月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市【須釜公園】（愛称：増田医科器械ふれあい公園）,株式会社増田医科器械,京都府,公園・屋外空間,年額50万円（税抜）,50,契約期間中,京都府京都市伏見区下鳥羽葭田町132,地図を見る,https://www.google.co.jp/maps/search/京都府京都市伏見区下鳥羽葭田町132,135.7490433,34.9361759,10,10年（2023年12月～2033年12月）,https://www.city.kyoto.lg.jp/gyozai/page/0000125254.html,なし,,,,,,,,
京都市 【西京極総合運動公園プール兼アイススケートリンク】（愛称：大興設備開発 京都アクアリーナ）,株式会社大興設備開発,京都府,スポーツ施設,年額500万円（税抜）,500,契約期間中,京都府京都市右京区西京極徳大寺団子田町64,地図を見る,https://www.google.co.jp/maps/search/京都府京都市右京区西京極徳大寺団子田町64,135.7159818,34.9889076,3,3年（2026年4月1日～2029年3月31日）,https://www.city.kyoto.lg.jp/bunshi/page/0000351243.html,なし,,,,,,,,
岡山市 【水道局前歩道橋】（愛称：（株）GIKEN夢へのかけはし 水道局前歩道橋）,株式会社GIKEN,岡山県,交通・インフラ,年額58万円（税抜）,58,契約期間中,岡山県岡山市北区鹿田町二丁目周辺,地図を見る,https://www.google.co.jp/maps/search/岡山県岡山市北区鹿田町二丁目周辺,133.9192339,34.6506747,4.58,4年7か月（2025年9月1日～2030年3月31日）,https://www.city.okayama.jp/0000073472.html,地域貢献活動計画の下記内容含む 1.陸橋の簡易点検を実施し、専門知識に基づいた情報提供を行う。(年1回) 2.地元の学生を対象とした建設現場見学会を行い、建設業への関心を育む。(年1回) 3.陸橋周辺の清掃活動を実施し、地域美化と住民交流を促進する。また、地域イベントにも積極的に参加する。(月1回),,,,,,,,
岡山市 【豊成歩道橋】（愛称：（株）GIKEN夢へのかけはし 豊成歩道橋）,株式会社GIKEN,岡山県,交通・インフラ,年額38万円（税抜）,38,契約期間中,岡山県岡山市南区豊成周辺,地図を見る,https://www.google.co.jp/maps/search/岡山県岡山市南区豊成周辺,133.9281786,34.6281802,4.58,4年7か月（2025年9月1日～2030年3月31日）,https://www.city.okayama.jp/0000073472.html,地域貢献活動計画の下記内容含む 1.陸橋の簡易点検を実施し、専門知識に基づいた情報提供を行う。(年1回) 2.地元の学生を対象とした建設現場見学会を行い、建設業への関心を育む。(年1回) 3.陸橋周辺の清掃活動を実施し、地域美化と住民交流を促進する。また、地域イベントにも積極的に参加する。(月1回),,,,,,,,
岡山市 【幸町歩道橋】（愛称：（株）東京リーガルマインド 岡山本校 合格のLEC幸町歩道橋）,株式会社東京リーガルマインド,岡山県,交通・インフラ,年額59万円（税抜）,59,契約期間中,岡山県岡山市北区幸町周辺,地図を見る,https://www.google.co.jp/maps/search/岡山県岡山市北区幸町周辺,133.9204266,34.6613274,4.58,4年7か月（2025年9月1日～2030年3月31日）,https://www.city.okayama.jp/0000073472.html,地域貢献活動計画の下記内容含む 1.横断道橋とその周辺の歩道の清掃活動と点検を実施(月1回) 2.SDGsの活動などに積極的に参加 3.おかやまマラソンのイベントへの社員やその家族の参加または応援等により地域貢献する。 4.地域貢献ができる周年イベントなど不定期でイベント実施（講演会等） 5.合格橋として、岡山市の新たな風物詩となるようアピールする。（SNS等へアップする） 6.岡山市が主催するボランティアなどに参加,,,,,,,,
岡山市 【西古松横断歩道橋 】（愛称：税理士法人 おかやま創研 西古松横断歩道橋 ）,税理士法人おかやま創研,岡山県,交通・インフラ,"年額607,000円（税抜）",61,契約期間中,岡山県岡山市北区西古松,地図を見る,https://www.google.co.jp/maps/search/岡山県岡山市北区西古松,133.9090946,34.6479662,4.58,4年7か月（2025年9月1日～2030年3月31日）,https://www.city.okayama.jp/0000073472.html,地域貢献活動計画の下記内容含む 1.歩道橋と周辺の歩道の清掃活動 2.歩道橋を利用する小学生の見守り 3.災害時の一時避難所として事務所、駐車場の提供 4大元学区スポーツ協会が実施するスポーツイベントへの参加 5サマーフェスタおおもと（大元学区の夏祭り）の協賛,,,,,,,,
岡山市 【平福歩道橋】（愛称：総合解体工事業 安田産業株式会社 平福歩道橋）,安田産業株式会社,岡山県,交通・インフラ,年額50万円（税抜）,50,契約期間中,岡山県岡山市南区平福周辺,地図を見る,https://www.google.co.jp/maps/search/岡山県岡山市南区平福周辺,133.9496391,34.6185111,4.58,4年7か月（2025年9月1日～2030年3月31日）,https://www.city.okayama.jp/0000073472.html,地域貢献活動計画の下記内容含む 1.定期的に歩道橋と周辺の清掃・美化活動を行う。 2.岡山県産業資源循環協会での貝殻山清掃。 3.岡山再生資源事業協同組合での六番川清掃。,,,,,,,,
