施設名,パートナー,所在地,カテゴリ,金額,金額（税抜・万円/年）,状況,住所,GoogleMap,GoogleマップURL,経度,緯度,契約期間（年）,契約期間(詳細）,掲載元URL,備考,,,,,,,,
高松市【高松市立朝日町庭球場】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市朝日町1-1-2,地図を見る,https://www.google.co.jp/maps/search/香川県高松市朝日町1-1-2,134.062002,34.347653,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額40万円以上（税抜）／応募可能額 年額20万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市立亀岡庭球場】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市亀岡町7-2,地図を見る,https://www.google.co.jp/maps/search/香川県高松市亀岡町7-2,134.0409725,34.3375209,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額40万円以上（税抜）／応募可能額 年額20万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市香南庭球場】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市香南町横井1000,地図を見る,https://www.google.co.jp/maps/search/香川県高松市香南町横井1000,134.0079806,34.2408926,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額40万円以上（税抜）／応募可能額 年額20万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市塩江町庭球場】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市塩江町安原上708-2,地図を見る,https://www.google.co.jp/maps/search/香川県高松市塩江町安原上708-2,134.0771441,34.1801293,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額30万円以上（税抜）／応募可能額 年額10万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市庵治町深間庭球場】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市庵治町6391-17,地図を見る,https://www.google.co.jp/maps/search/香川県高松市庵治町6391-17,134.1206534,34.3684808,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額30万円以上（税抜）／応募可能額 年額15万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市立仏生山公園】（愛称：未定）,未定,香川県,公園・屋外空間,未定,,募集中ほか,香川県高松市仏生山町甲2654-1,地図を見る,https://www.google.co.jp/maps/search/香川県高松市仏生山町甲2654-1,134.0429342,34.2820586,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額200万円以上（税抜）／応募可能額 年額100万円（税抜） ・使用期間 契約日（月初日）～2年以上4年以内の年度末日,,,,,,,,
高松市【高松市立東部運動公園】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市高松町1347-1,地図を見る,https://www.google.co.jp/maps/search/香川県高松市高松町1347-1,134.1214952,34.3304848,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額500万円以上（税抜）／応募可能額 年額250万円（税抜） ・使用期間 契約日（月初日）～2年以上4年以内の年度末日,,,,,,,,
高松市【高松市立橘ノ丘総合運動公園】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市国分寺町新名2069-1,地図を見る,https://www.google.co.jp/maps/search/香川県高松市国分寺町新名2069-1,133.9500861,34.272615,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額400万円以上（税抜）／応募可能額 年額200万円（税抜） ・使用期間 契約日（月初日）～2年以上4年以内の年度末日,,,,,,,,
高松市【高松市亀水中央公園】（愛称：未定）,未定,香川県,公園・屋外空間,未定,,募集中ほか,香川県高松市亀水町458-3,地図を見る,https://www.google.co.jp/maps/search/香川県高松市亀水町458-3,133.9419315,34.3738515,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額100万円以上（税抜）／応募可能額 年額80万円（税抜） ・使用期間 契約日（月初日）～2年以上4年以内の年度末日,,,,,,,,
高松市【高松市立御山公園】（愛称：未定）,未定,香川県,公園・屋外空間,未定,,募集中ほか,香川県高松市牟礼町牟礼1355-1,地図を見る,https://www.google.co.jp/maps/search/香川県高松市牟礼町牟礼1355-1,134.1341646,34.3474747,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額50万円以上（税抜）／応募可能額 年額30万円（税抜） ・使用期間 契約日（月初日）～2年以上4年以内の年度末日,,,,,,,,
高松市【浜ノ町横断歩道橋】（愛称：未定）,未定,香川県,交通・インフラ,未定,,募集中ほか,香川県高松市浜ノ町,地図を見る,https://www.google.co.jp/maps/search/香川県高松市浜ノ町,134.0409941,34.3516735,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額24万円以上（税抜）／応募可能額 年額12万円（税抜） ・使用期間 契約日（月初日）～5年以内の年度末日,,,,,,,,
高松市【水道橋横断歩道橋】（愛称：未定）,未定,香川県,交通・インフラ,未定,,募集中ほか,香川県高松市扇町,地図を見る,https://www.google.co.jp/maps/search/香川県高松市扇町,134.034791,34.3454817,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額24万円以上（税抜）／応募可能額 年額12万円（税抜） ・使用期間 契約日（月初日）～5年以内の年度末日,,,,,,,,
高松市【新摺鉢谷橋横断歩道橋】（愛称：未定）,未定,香川県,交通・インフラ,未定,,募集中ほか,香川県高松市瀬戸内町,地図を見る,https://www.google.co.jp/maps/search/香川県高松市瀬戸内町,134.0306263,34.3490391,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額24万円以上（税抜）／応募可能額 年額12万円（税抜） ・使用期間 契約日（月初日）～5年以内の年度末日,,,,,,,,
高松市【勝賀中学校横断歩道橋】（愛称：未定）,未定,香川県,交通・インフラ,未定,,募集中ほか,香川県高松市香西南町,地図を見る,https://www.google.co.jp/maps/search/香川県高松市香西南町,133.9996766,34.3382973,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額24万円以上（税抜）／応募可能額 年額12万円（税抜） ・使用期間 契約日（月初日）～5年以内の年度末日,,,,,,,,
高松市【玉藻中学校横断歩道橋】（愛称：未定）,未定,香川県,交通・インフラ,未定,,募集中ほか,香川県高松市松島町,地図を見る,https://www.google.co.jp/maps/search/香川県高松市松島町,134.0465405,34.342542,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額24万円以上（税抜）／応募可能額 年額12万円（税抜） ・使用期間 契約日（月初日）～5年以内の年度末日,,,,,,,,
高松市【高松市峰山トンネル】（愛称：未定）,未定,香川県,交通・インフラ,未定,,募集中ほか,香川県高松市西春日町～鶴市町,地図を見る,https://www.google.co.jp/maps/search/香川県高松市西春日町～鶴市町,134.0222956,34.3225127,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額24万円以上（税抜）／応募可能額 年額12万円（税抜） ・使用期間 契約日（月初日）～5年以内の年度末日,,,,,,,,
高松市【高松市屋島隧道】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市屋島東町～屋島西町,地図を見る,https://www.google.co.jp/maps/search/香川県高松市屋島東町～屋島西町,134.1050925,34.3576095,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額24万円以上（税抜）／応募可能額 年額12万円（税抜） ・使用期間 契約日（月初日）～5年以内の年度末日,,,,,,,,
宮崎市【宮崎市清武総合運動公園】（愛称：未定）,未定,宮崎県,スポーツ施設,未定,,募集中ほか,宮崎県宮崎市清武町今泉甲530,地図を見る,https://www.google.co.jp/maps/search/宮崎県宮崎市清武町今泉甲530,131.3560996,31.8531345,,未定,https://www.city.miyazaki.miyazaki.jp/business/private_consignment/407414.html,・希望金額 年額500万円以上（税抜） ・使用期間 原則として3年以上,,,,,,,,
宮崎市【宮崎市久峰総合公園】（愛称：未定）,未定,宮崎県,公園・屋外空間,未定,,募集中ほか,宮崎県宮崎市佐土原町下那珂13754,地図を見る,https://www.google.co.jp/maps/search/宮崎県宮崎市佐土原町下那珂13754,131.4299607,32.0288873,,未定,https://www.city.miyazaki.miyazaki.jp/business/private_consignment/407414.html,・希望金額 年額50万円以上（税抜） ・使用期間 原則として3年以上 ・金銭相当の役務提供（例：清掃、高木の剪定など）による提案も可能,,,,,,,,
宮崎市【宮崎市田野運動公園】（愛称：未定）,未定,宮崎県,スポーツ施設,未定,,募集中ほか,宮崎県宮崎市田野町甲2487,地図を見る,https://www.google.co.jp/maps/search/宮崎県宮崎市田野町甲2487,131.2908958,31.8080969,,未定,https://www.city.miyazaki.miyazaki.jp/business/private_consignment/407414.html,・希望金額 年額50万円以上（税抜） ・使用期間 原則として3年以上,,,,,,,,
宮崎市【宮崎市祇園スポーツパーク】（愛称：未定）,未定,宮崎県,スポーツ施設,未定,,募集中ほか,宮崎県宮崎市祇園1丁目78,地図を見る,https://www.google.co.jp/maps/search/宮崎県宮崎市祇園1丁目78,131.4080826,31.9273834,,未定,https://www.city.miyazaki.miyazaki.jp/business/private_consignment/407414.html,・希望金額 年額50万円以上（税抜） ・使用期間 原則として3年以上,,,,,,,,
宮崎市【宮崎市北部土地区画整理事業記念体育館】（愛称：未定）,未定,宮崎県,スポーツ施設,未定,,募集中ほか,宮崎県宮崎市祇園1丁目77,地図を見る,https://www.google.co.jp/maps/search/宮崎県宮崎市祇園1丁目77,131.4094584,31.9268839,,未定,https://www.city.miyazaki.miyazaki.jp/business/private_consignment/407414.html,・希望金額 年額30万円以上（税抜） ・使用期間 原則として3年以上,,,,,,,,
宮崎市【宮崎市南部土地区画整理事業記念体育館】（愛称：未定）,未定,宮崎県,スポーツ施設,未定,,募集中ほか,宮崎県宮崎市恒久南2丁目1-5,地図を見る,https://www.google.co.jp/maps/search/宮崎県宮崎市恒久南2丁目1-5,131.4253146,31.893385,,未定,https://www.city.miyazaki.miyazaki.jp/business/private_consignment/407414.html,・希望金額 年額30万円以上（税抜） ・使用期間 原則として3年以上,,,,,,,,
宮崎市【宮崎市佐土原体育館】（愛称：未定）,未定,宮崎県,スポーツ施設,未定,,募集中ほか,宮崎県宮崎市佐土原町下田島20688-74,地図を見る,https://www.google.co.jp/maps/search/宮崎県宮崎市佐土原町下田島20688-74,131.4472982,32.0234779,,未定,https://www.city.miyazaki.miyazaki.jp/business/private_consignment/407414.html,・希望金額 年額30万円以上（税抜） ・使用期間 原則として3年以上,,,,,,,,
宮崎市【宮崎市田野体育館】（愛称：未定）,未定,宮崎県,スポーツ施設,未定,,募集中ほか,宮崎県宮崎市田野町乙10905-26,地図を見る,https://www.google.co.jp/maps/search/宮崎県宮崎市田野町乙10905-26,131.3079682,31.843401,,未定,https://www.city.miyazaki.miyazaki.jp/business/private_consignment/407414.html,・希望金額 年額30万円以上（税抜） ・使用期間 原則として3年以上,,,,,,,,
宮崎市【宮崎市清武体育館】（愛称：未定）,未定,宮崎県,スポーツ施設,未定,,募集中ほか,宮崎県宮崎市清武町西新町5-1,地図を見る,https://www.google.co.jp/maps/search/宮崎県宮崎市清武町西新町5-1,131.3913343,31.8543889,,未定,https://www.city.miyazaki.miyazaki.jp/business/private_consignment/407414.html,・希望金額 年額30万円以上（税抜） ・使用期間 原則として3年以上,,,,,,,,
杉並区【杉並区松ノ木運動場】（愛称：未定）,未定,東京都,スポーツ施設,未定,,募集中ほか,東京都杉並区松ノ木1-3-22,地図を見る,https://www.google.co.jp/maps/search/東京都杉並区松ノ木1-3-22,139.6420655,35.6856333,,未定,https://www.city.suginami.tokyo.jp/s001/24785.html,"・希望金額 年額909,091円（税抜）以上 ※自治体公表額（税込）を税抜換算しています。 ・5年（2027年4月1日～2032年3月31日）",,,,,,,,
杉並区【杉並区下高井戸運動場】（愛称：未定）,未定,東京都,スポーツ施設,未定,,募集中ほか,東京都杉並区下高井戸3-26-1,地図を見る,https://www.google.co.jp/maps/search/東京都杉並区下高井戸3-26-1,139.6360378,35.6722971,,未定,https://www.city.suginami.tokyo.jp/s001/24785.html,"・希望金額 年額909,091円（税抜）以上 ※自治体公表額（税込）を税抜換算しています。 ・5年（2027年4月1日～2032年3月31日）",,,,,,,,
